id,id_social,title,id_source,priority,created_date,last_status,likes,comments,shares,views,createdBy
c1d944da-2afe-5caa-b9eb-79fa0fb319c5,dV1vxfoc2rw,#fyp #foryou #foryoupage #xyzbca #viral #trending #comedy #funny #relateable #impressions #fypp,UC68PA57HQ9qWWghanqMb4gg,1,2025-08-15T16:13:50.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
c46a6956-fb71-5096-8704-d246e8e4f82e,yJnfyGg31dM,"Tổng Hợp Tiktok EM XINH SAY HI Mới Nhất [P8] , Cute Nhứt #xuhuongyoutube #viral #exsh #fyp ",UCkmg8c1KoxgTOXHtLPIL0DQ,1,2025-08-17T08:21:20.000Z,0,44,0,0,981,YoutubePostFromCrisisKeywordCrawlingLoader
ee6f6800-f193-5600-a39b-82c8d604cef6,6waz9n8Yq6A,The Greatest Matches in FIFA Club World Cup History! #shorts #footballshorts,UC-j-mGz7JQXI5AsOhQM4R8w,1,2025-08-12T05:06:22.000Z,0,0,0,0,676,YoutubePostFromCrisisKeywordCrawlingLoader
ec80dbd6-5163-54c9-a393-cfeffbc5024d,w2QXouoDw_4,Volunteers sought for FIFA World Cup 2026,UCTaVAYaqEV3k6ZxIAP77-jQ,1,2025-08-12T04:17:39.000Z,0,13,6,0,1369,YoutubePostFromCrisisKeywordCrawlingLoader
6043cbe0-4298-59ea-b169-5e1001b21de3,GSozLQhBsb8,MKBHD Reviews Samsung’s Thinnest Galaxy S25 Edge Yet!,UCwnmk1_SOvDwhwUWcUutGDA,1,2025-08-12T16:49:50.000Z,0,769,0,0,26195,YoutubePostFromCrisisKeywordCrawlingLoader
f3bc0a9a-a22b-5265-ba0d-eb131841b568,RN6yeLp1mc4,ATLX EXCLUSIVE SP-404 MKII DEEP HOUSE MIX BY AFAB LARUE,UCl3dlAk9TBZbt3sD4L3b0jQ,1,2025-08-11T22:54:36.000Z,0,3,2,0,20,YoutubePostFromCrisisKeywordCrawlingLoader
7d3a2c2d-e969-5196-930a-5a07bc25c49b,n9lLKov0UQA,Vlog daily : Mua sắm ở trùn tâm thương mại aeon mall 🛒,UCM8Jjvm-ZLVQIMwuAK26jCQ,1,2025-08-16T09:47:19.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
e5839cbe-1590-5c6c-8ab3-3c2a1309a898,nL_VxO00TK0,జీరో టికెట్ కి ఏపీ మార్క్..AP Free Bus #free #bus #andhrapradesh #cmchandrababu #pawankalyan #shorts,UCZ9NvA_Pr0OA2Qcp-QTtOkA,1,2025-08-16T13:45:06.000Z,0,12,0,0,2618,YoutubePostFromCrisisKeywordCrawlingLoader
bafbfc67-8472-5550-8b08-28c5e6a2354a,s_6oB11_gMM,comment avoir le cube surfer sur Go Garden #viral #fortnite #gardengames,UCPnc1axzu7dqL8dPDPJCRyA,1,2025-08-15T10:52:37.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
59032ee4-1179-5b62-a319-57af7bc77401,2juBQ_eogdQ,Cô bé DÂN CA biến hình thành cô bé DÂN CHƠI | Phương Mỹ Chi - Ếch Ngoài Đáy Giếng,UCBVSuk_f8ZCPIQ_KwXEGWFw,1,2025-08-17T01:45:01.000Z,0,8357,514,0,410129,YoutubePostFromCrisisKeywordCrawlingLoader
28af167d-feeb-5be1-a679-b3cf1c6eb411,Qm25MJghKCo,Chữa bài 2: Hội thao - Đề thi Chuyên tin Đại Học Sư Phạm năm 2025,UCBro0fJcNzctEXyt9gnZgBQ,1,2025-08-14T02:30:47.000Z,0,3,0,0,97,YoutubePostFromCrisisKeywordCrawlingLoader
bcf65ae7-11b0-5573-9b6a-8887d54ea899,vCsELvZqRu4,Điều chỉnh lịch tựu trường và thi tốt nghiệp năm học 2025–2026 | TayNinhTV,UCjSFBpBDZB8-XWcwXIH20FQ,1,2025-08-14T03:09:36.000Z,0,4,0,0,1597,YoutubePostFromCrisisKeywordCrawlingLoader
1c0e49af-2317-583f-9656-476985ce0973,3IQlKReFXW0,Go Ye! | Rebekah Dawn | Harvest Con 25 | Evening Revival Day 2 | URC | SWC | DCIKZ,UCbFf1WXtK4WRV2tz9Zx6nIg,1,2025-08-13T05:44:59.000Z,0,24,0,0,524,YoutubePostFromCrisisKeywordCrawlingLoader
8f486df8-f25a-5e34-bfb0-7ff03784c7bb,ATtZlgWTnQg,ТУТ В ABI ОНИ ТОЧНО МЕНЯ НЕ ЖДАЛИ,UC_YJzZYWD83_KaymzBCwLIA,1,2025-08-15T14:00:16.000Z,0,283,31,0,9701,YoutubePostFromCrisisKeywordCrawlingLoader
9d96aa84-14cd-5ebc-839b-b7634032b57b,qlc0FwgVOqw,Người Đầu Tiên - Juky San gây thương nhớ với giọng hát và vũ đạo sâu lắng|Em Xinh Say Hi [Livestage],UCkna2OcuN1E6u5I8GVtdkOw,1,2025-08-17T03:00:53.000Z,0,3214,258,0,96112,YoutubePostFromCrisisKeywordCrawlingLoader
be39bf45-8ca9-5f01-9193-962a29a75420,luznkbaQWQc,Đề thi kết thúc học phần Nguyên lý kế toán IUH (Đại học Công nghiệp TP. HCM),UC3FHL-4vlxP1uKaZWWbI_bQ,1,2025-08-14T08:22:56.000Z,0,0,0,0,21,YoutubePostFromCrisisKeywordCrawlingLoader
a202c28c-5f3a-5840-afa3-db30f15d710f,a9pfwVxn6cA,Gã săn cá - Alex B Dance (Em Xinh Say Hi),UC9D5bCHYii0Fhmgvor_7oNQ,1,2025-08-14T18:30:01.000Z,0,7,1,0,860,YoutubePostFromCrisisKeywordCrawlingLoader
41342255-f167-52f4-b481-4ae40b516e07,L1VNd1zzfdM,AP FREE BUS 🚌 START TODAY AUGUST 15TH|AP BUS FREE|CHANDRA BABU|| APSRTC||@CelebrityTopStories,UC_KKjCHPYowKHlcpvx7mh7Q,1,2025-08-15T09:58:15.000Z,0,9,2,0,869,YoutubePostFromCrisisKeywordCrawlingLoader
a1ca6164-48d2-5177-b649-5e669be5f749,-ADq7gjjQVo,La Liga All-Stars XI: The Ultimate Dream Team! 🔥⚽,UCOV65JtmzOyz83g-idEGtsw,1,2025-08-16T18:15:14.000Z,0,179,8,0,32560,YoutubePostFromCrisisKeywordCrawlingLoader
32206a06-bc7a-54fe-8e60-c25d724325b9,Ow40CyEZRgI,CỨ ĐỔ TẠI CƠN MƯA /EM XINH &quot;SAY HI&quot;/💖🎶🎼🎵 #emxinhsayhi #vuthaomy #orange #phuongly #chaubui #52hz,UCCo5zkyA05jMqFP0eGB_gWw,1,2025-08-15T05:20:21.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
92103421-c795-5a22-89eb-e2ac6fc59594,G8F0GnWI3jw,Deputy CM Pawan Kalyan Powerful SPEECH | AP Free Bus Scheme,UCvXJuie-necBmJ34DWgaeSw,1,2025-08-15T11:26:40.000Z,0,0,0,0,1,YoutubePostFromCrisisKeywordCrawlingLoader
8e1dd732-cca6-5740-b84e-554ddde15f88,SA7kjLd2W78,Abi 🔥#commentryboxtamil # cbsports&amp;events #hardikpandyabattinghighlights #cricketlover #viralshort,UCyGtHb6GBgXNJZVDrsLSAUw,1,2025-08-13T12:00:52.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
d95a8c02-7750-5624-a81f-1a0e7361c612,PS5kl7hboIs,"Thận yếu, Creatinine cao? Người cao tuổi chỉ cần dùng 5 loại nước uống này - Giúp thận tự thải độc.",UCGQKC1Ypnn-g2f1Z7Yjjomw,1,2025-08-13T11:02:28.000Z,0,1,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
4462eb58-19bb-59b4-b447-8be1714c6f4f,LEqoQQO5uxw,Speak up itu perlu | #Hotelindonesiasyariah #traveloka,UCi9yPmSFkfdkjBJ4yhFIJtA,1,2025-08-16T07:16:05.000Z,0,0,0,0,11,YoutubePostFromCrisisKeywordCrawlingLoader
45a3561a-11ca-59e4-8c67-6552fd14464e,CkLoesSiF_w,"TPHCM bác yêu cầu bồi thường, yêu cầu Đại học Văn Lang bàn giao gần 9.000m2 đất#daihocvanlang",UC0QrlD_t-7JWed08pcpMvvA,1,2025-08-12T06:18:35.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
35811e7a-8672-58c1-b46f-76e002e110e1,fBafE3lnlZA,Muyan TIAN (11 yrs) 田睦言 NvB FS 2025 Beijing Youth Figure Skating Championship,UCg4_ve-y2X2TYlDBKXSQFRA,1,2025-08-16T03:08:34.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
6da27bff-6c5f-571c-9e03-ada241758a07,Qp1SNkD1ejY,le cube de robot,UCsBIJuYJMikhdqxdz6cCnPw,1,2025-08-15T10:52:06.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
690a02d1-2005-59ed-ae06-b4848bbde8f4,6daZpSaoJrg,РАСЧЕХЛЯЕМ ХИМЗУ #arenabreakout #arenabreakoutinfinite #arenabreakoutgameplay #abi,UCM4IYotYEa_X_TolBm9bA8w,1,2025-08-16T11:11:35.000Z,0,27,10,0,1302,YoutubePostFromCrisisKeywordCrawlingLoader
e5c71937-cf6f-5efe-87f0-4984b1b5fa3a,HZuzwMhykVc,VGS Ghi chú BCTC quý 2 2025,UCZAkvLrL51u5gqPohsmBMcg,1,2025-08-13T06:07:31.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
08bd9a51-934f-5137-94a4-b25d018e5a4d,MObXu5GXwKE,Đây là một bí mật về bảo hiểm Generali nhe 😆 #thinhcobaohiem #bảohiểm,UCGBVsTnPubEfxQ7wsuXEBcQ,1,2025-08-14T11:21:19.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
c5c0d6f5-8bc9-5340-8ce5-bd348c206ecc,C80g7JjGUc0,ఫ్రీ బస్సు పథకంపై మహిళలు హర్షం | AP Free Bus Scheem | BIG TV Kurnool,UCoxu82QpOxAR7KMTj5BRJNQ,1,2025-08-16T09:54:57.000Z,0,6,2,0,477,YoutubePostFromCrisisKeywordCrawlingLoader
6ae7b899-4263-538c-bb8c-e3e8b0150147,iFISi9NaLoo,🔥 PERFECT HEADSHOT 🔥.                 Your Queries:-free fire headshotVoXff headshot ap free fire,UCj2tImC1UMKfPpUd-N1Tyfg,1,2025-08-16T13:58:39.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
081a3028-5803-5c72-98cd-9f879195ac79,JErZjB6fywU,మౌనం వెనుక అసలు అర్థం? Analyst Sudhakar on YCP Silence Over AP Free Bus Scheme | YS Jagan,UC7nYQLDyMzoGwjQ-WjRf3aw,1,2025-08-16T05:30:06.000Z,0,56,1,0,1366,YoutubePostFromCrisisKeywordCrawlingLoader
d4daf33a-7624-5723-93cc-c331c3b6c724,lzaK6XHNIBI,ap లో free bus scheem |Public talk on free bus |Chandrababu |Pavankalyan |JPT TV,UCdjLDXrBzX2TiCmVR0iyfBQ,1,2025-08-15T10:13:24.000Z,0,26,0,0,2355,YoutubePostFromCrisisKeywordCrawlingLoader
0b730b45-0bc6-5ce0-bf77-1e9481c929d3,0972uV9Y-8s,🚨 MALLORCA vs BARCELONA EN VIVO 🔥 La Liga de España - Jornada 1 🏆,UCNHkxojmJmEuMg0W-LA3awQ,1,2025-08-16T19:47:53.000Z,0,1697,2,0,316169,YoutubePostFromCrisisKeywordCrawlingLoader
624c4c5d-4e49-5e3d-a279-4b82077d0206,kGkpz5OHGBQ,PSG Dominates Real Madrid 4-0 | FIFA Club World Cup Highlights,UCN-OCUGWYhJs1VLXSvCZK8Q,1,2025-08-12T16:26:05.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
f6b22125-ac1b-585e-a570-b9ab19e46565,CHE8ikZ8BUk,Araba sürüyorum #edit #fikinaki #araba #drive #valiz #havaalanı #fikrikereviz #fikri #abikardeş #abi,UC4_OIKwcD70r0jqlD5AUQXQ,1,2025-08-13T09:05:25.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
55a49bde-9483-598a-a190-9bc7ff7da6dd,xPrExOD65eg,Điểm chuẩn đại học năm 2025 được tính theo cách nào?Điểm chuẩn khác biệt gì so với năm 2024?,UCKL1b3p2sucb8U7-4jre5ew,1,2025-08-14T02:58:31.000Z,0,5,0,0,756,YoutubePostFromCrisisKeywordCrawlingLoader
81c34ef3-d135-5a48-9162-569a5a5dc752,zqDecw1HIEE,Khi thiên tài nhận tin sắp thi đại học #giaitri #haihuoc #shorts,UCh0JLxS00Dx-IrboA9ZAkyw,1,2025-08-18T04:54:30.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
24ea3f23-6ccc-58fb-a718-369cf045fadb,KrkfTnveUz0,"79th #IndependenceDay Celebration with Unity, Pride, and Patriotism at MIT VGS Sangli",UCheuGZN5paShm4qJwlQJyxA,1,2025-08-18T04:30:51.000Z,0,0,0,0,12,YoutubePostFromCrisisKeywordCrawlingLoader
c54e8f53-8b8d-5ce2-a4aa-cf4437a122c4,QWo_Q-NvS1o,BARCELONA Lineup 1994/95 | AGE in 1995. #football #shorts #barcelona,UCrDqNbGTW7rdY4GfN33JBHA,1,2025-08-14T07:33:45.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
278933ad-37b6-5928-acdf-7236c37cc8b6,5wMvCireXNc,ẾCH NGOÀI ĐÁY GIẾNG - Phương Mỹ Chi (Color Coded Lyrics) | EM XINH SAY HI,UCzpv5GkSbYqkFdC_lOOi4aQ,1,2025-08-17T01:30:03.000Z,0,1736,124,0,49954,YoutubePostFromCrisisKeywordCrawlingLoader
ae53fd74-4117-5f9a-aec6-b5e0f5120068,URfwHowzdbI,BIKIN EMOSI! GILA! HOTEL INDONESIA SYARIAH PEKALONGAN USIR TAMU TENGAH MALAM! KLARIFIKASI BLUNDER!,UCyLy1nIFV7PMrpFAbXkIFQg,1,2025-08-17T08:44:08.000Z,0,39,24,0,4705,YoutubePostFromCrisisKeywordCrawlingLoader
58530d61-752d-5828-9238-c3056f420678,UijIbepSX9A,🚨2 GRANDES NOTICIAS PARA EL FC BARCELONA | OFERTA MILLONARIA PARA LEWANDOWSKI | TEBAS ES DENUNCIADO,UCi1v9vpgG6Vk4SzkdeSO1zg,1,2025-08-14T06:04:56.000Z,0,1344,30,0,42681,YoutubePostFromCrisisKeywordCrawlingLoader
56c24120-8b07-5cfb-a5fc-f29ce1c2acf5,dEell7d4FKc,ఫ్రీ బస్ స్కీమ్ – ముఖ్య నిర్ణయాలు | AP Free Bus Scheme | Chandrababu | Pawan Kalyan | Y Cube Media,UCUNH8rTDC818KxMmSv0cilQ,1,2025-08-16T15:34:09.000Z,0,34,1,0,7296,YoutubePostFromCrisisKeywordCrawlingLoader
8a59bdd6-3c37-5ef1-b504-111968c741ed,UH8kNiMUq-E,APTA,UCyM50gmF5XnWsCdEVooNJtg,1,2025-08-11T13:39:22.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
eb52d9d5-019b-570d-ad36-4436663f42b5,avrL-zjBOYQ,ఏపీలో ఫ్రీ బస్సు రచ్చ..| RISE Of AP Free Bus Issue | Chandrababu | Super 6 | Pawan | Saritha Yadav,UCWqBUxMRZ6up7jJY6J6N_Hw,1,2025-08-16T14:30:03.000Z,0,6,0,0,1280,YoutubePostFromCrisisKeywordCrawlingLoader
87bca7f0-d9c4-5be9-bd63-54ed6fd07859,tty77r-h7mA,"Ông Nguyễn Thanh Chấn và 3.699 ngày tù oan: Được bồi thường 7,2 tỷ, sau 12 năm vẫn ám ảnh bị ép cung",UC68VHcQS5x-WNFmf5cAFtgg,1,2025-08-11T13:00:06.000Z,0,1445,383,0,153982,YoutubePostFromCrisisKeywordCrawlingLoader
d406e8db-9591-52cf-9b04-fbc1aa134598,cE2PgxAmtJg,Chim cánh cụt lần đầu ăn mì gói – Phản ứng siêu hài!,UC0qqGWWU4pNU-RD87gq6-aA,1,2025-08-14T15:17:02.000Z,0,9,0,0,1448,YoutubePostFromCrisisKeywordCrawlingLoader
9a38807d-1d1d-5252-ab30-3cb2a6445f31,2_cG6GRP69I,"[GameViệt] - Quyết định lên """"CHÍ LINH"""" + làm ngọc bội CS2",UCnVf0ZMu2NMn_oRXvJE1lMw,1,2025-08-13T17:53:53.000Z,0,425,15,0,10322,YoutubePostFromCrisisKeywordCrawlingLoader
f202298b-36ca-54df-bfea-bfb5d731c1d3,sYXA8hMpmMY,new ❤️ gold 🥇 calection 🥰. #gold #shortvideo,UCu1ft5alfUw43IICqo0pGjg,1,2025-08-16T12:17:29.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
0a5b4097-d6d7-5e39-a4a8-5f3ba60a94c0,_XCV7um71KU,Galaxy S25 Edge vs S25 Ultra – Specs Battle of 2025! 🚀📱#samsung #rggamers #comperison,UC8K6SumuYEuBqYGFblhLsKw,1,2025-08-12T15:01:03.000Z,0,13,0,0,3170,YoutubePostFromCrisisKeywordCrawlingLoader
cc1ad9f9-ba4c-5b1a-a453-7ad251b9a1cf,BAxhB5VUFL8,shoping Time 💍💄💃💃 #trending #india #shorts #shoping,UCZOxCyciVT2WCyFdJTo4E-w,1,2025-08-11T18:04:36.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
1197ed17-9b6e-546c-966b-d1e7ddc2302b,HcdldZQIQc0,j&#39;ai ouvert le cube de roblox,UCobqtYFzkirDmUl4vhFRKMA,1,2025-08-14T15:52:00.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
8b76ac41-4eff-5d46-bd43-5f1eb39b669c,rjGqhWHMpLk,Jalan2 ke Mall di samping paroki,UCDze3xT9JQdRs2bu43xoB_Q,1,2025-08-16T21:30:17.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
10873a32-962a-5283-b72b-7ae943a94667,uDrUTqjWuuI,NCB. মুখে মুতে দিলেন মালয়েশিয়া প্রবাসী ভাই।#প্রবাসীপাওয়ার #vairalvideo #duet,UCVMPOflNpnoIEEruZ-E94BQ,1,2025-08-15T07:35:37.000Z,0,1,0,0,2,YoutubePostFromCrisisKeywordCrawlingLoader
8d172ffb-a27f-5974-a2f3-bbd6157e7f28,5Qt0cW9U0Xg,LaRue goes OFF on Big Lex #NowthatsTv #Shorts #Viral,UCLcEmBLB-eQrtevDP7Ovwww,1,2025-08-15T15:58:07.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
06f7d683-66f7-5142-bc5c-341540ffed01,nZ06XaKpWUA,Đang ăn mì tôm thấy nhà đẹp vô xem thử mà tới giờ vẫn chưa load kịp...,UCeZsueW2sxPpXaWGv-VKeIQ,1,2025-08-12T00:01:31.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
6f55b74d-fedb-5c20-bd72-1cb7e1ee15d8,4i5wln7AdGo,"VIRAL! DETIK-DETIK TAMU HOTEL DI PEKALONGAN DIUSIR PASKA TENGAH MALAM, PINTU KAMAR DIDOBRAK",UC8JlyvzVN8nJ1w8rGIjdGrQ,1,2025-08-14T07:09:57.000Z,0,3534,6839,0,465717,YoutubePostFromCrisisKeywordCrawlingLoader
bf584b23-ca62-5607-86b2-c15b68102ffc,_A09ortDZg8,Pourquoi tout le monde regarde (Crédit : Zack D. Films),UCSmFPRm2U1Xg1Mk3tJsL69w,1,2025-08-14T09:00:57.000Z,0,0,0,0,0,YoutubePostFromCrisisKeywordCrawlingLoader
07b91837-8b03-59a2-af3e-dc6f497db3e1,UnKTkULyY4s,ఫ్రీ బస్సు ఎక్కిన మహిళలు ఏమంటున్నారంటే..| AP Free Bus Scheme First Reaction,UCFy1waPoiEuYq-XZNye6zaQ,1,2025-08-16T09:17:14.000Z,0,7,2,0,1293,YoutubePostFromCrisisKeywordCrawlingLoader
